%Arkansas hybrid precipitation index. alpha = 0; beta = 0; lagmax = 100
%year,month,tau=3,tau=10,tau=20,tau=36
1996,10,0.46,-0.12,-0.12,-0.01
1996,11,1.54,0.30,0.10,0.12
1996,12,0.83,0.18,0.04,0.08
1997,1,0.37,0.08,0.00,0.06
1997,2,0.89,0.28,0.11,0.12
1997,3,0.98,0.37,0.16,0.15
1997,4,1.50,0.60,0.29,0.22
1997,5,0.66,0.41,0.21,0.17
1997,6,0.80,0.48,0.25,0.20
1997,7,0.04,0.25,0.15,0.13
1997,8,0.01,0.22,0.14,0.13
1997,9,-0.24,0.12,0.09,0.10
1997,10,0.02,0.17,0.12,0.12
1997,11,-0.31,0.05,0.05,0.08
1997,12,-0.34,0.00,0.03,0.06
1998,1,0.49,0.25,0.16,0.13
1998,2,0.62,0.32,0.20,0.16
