%Arkansas hybrid precipitation index. alpha = 0; beta = 0; lagmax = 100
%year,month,tau=3,tau=10,tau=20,tau=36
1999,9,-0.21,0.36,0.46,0.42
1999,10,-0.26,0.29,0.42,0.40
1999,11,0.36,0.45,0.49,0.44
1999,12,0.42,0.46,0.50,0.45
2000,1,0.25,0.40,0.47,0.43
2000,2,0.08,0.33,0.43,0.41
2000,3,-0.09,0.24,0.38,0.38
2000,4,-0.28,0.15,0.32,0.36
2000,5,-0.01,0.20,0.34,0.36
2000,6,0.06,0.21,0.34,0.36
2000,7,-0.02,0.16,0.31,0.35
2000,8,-0.22,0.08,0.26,0.32
2000,9,-0.13,0.08,0.25,0.32
2000,10,-0.35,-0.01,0.19,0.28
2000,11,-1.18,-0.33,0.02,0.18
2000,12,-1.75,-0.60,-0.13,0.08
2001,1,-2.18,-0.85,-0.29,-0.02
2001,2,-2.29,-1.01,-0.40,-0.09
2001,3,-1.90,-1.00,-0.42,-0.11
2001,4,-1.30,-0.89,-0.39,-0.10
2001,5,-1.06,-0.85,-0.39,-0.11
2001,6,-0.59,-0.71,-0.34,-0.08
2001,7,-0.48,-0.66,-0.34,-0.08
2001,8,-0.26,-0.57,-0.31,-0.08
2001,9,-0.49,-0.62,-0.34,-0.11
2001,10,-0.14,-0.49,-0.29,-0.08
2001,11,0.29,-0.31,-0.21,-0.04
2001,12,0.51,-0.18,-0.15,-0.01
2002,1,0.67,-0.06,-0.09,0.02
2002,2,0.37,-0.09,-0.10,0.01
2002,3,0.26,-0.08,-0.10,0.02
2002,4,0.24,-0.06,-0.08,0.03
2002,5,0.06,-0.09,-0.10,0.02
2002,6,0.02,-0.09,-0.10,0.02
2002,7,-0.09,-0.12,-0.11,0.01
2002,8,-0.30,-0.18,-0.14,-0.02
2002,9,-0.51,-0.27,-0.19,-0.05
2002,10,-1.28,-0.55,-0.34,-0.14
2002,11,-1.63,-0.73,-0.44,-0.21
2002,12,-0.94,-0.59,-0.38,-0.18
2003,1,-0.11,-0.34,-0.27,-0.11
2003,2,-0.69,-0.51,-0.36,-0.18
2003,3,0.25,-0.22,-0.21,-0.10
2003,4,0.41,-0.12,-0.16,-0.07
2003,5,0.04,-0.19,-0.20,-0.10
2003,6,-0.36,-0.31,-0.26,-0.14
2003,7,-0.48,-0.35,-0.28,-0.16
2003,8,-0.58,-0.40,-0.31,-0.18
2003,9,-0.59,-0.42,-0.33,-0.19
2003,10,0.27,-0.14,-0.19,-0.11
2003,11,0.20,-0.13,-0.18,-0.11
2003,12,-0.16,-0.22,-0.22,-0.14
2004,1,-0.13,-0.20,-0.22,-0.14
2004,2,-0.50,-0.32,-0.28,-0.18
2004,3,-0.71,-0.41,-0.33,-0.22
2004,4,-0.99,-0.53,-0.39,-0.26
2004,5,-0.51,-0.42,-0.34,-0.23
2004,6,-0.44,-0.40,-0.34,-0.24
2004,7,-0.47,-0.41,-0.35,-0.25
2004,8,0.25,-0.18,-0.23,-0.18
2004,9,0.46,-0.07,-0.17,-0.15
2004,10,0.31,-0.07,-0.16,-0.15
2004,11,-0.49,-0.30,-0.28,-0.22
2004,12,-0.81,-0.42,-0.34,-0.26
2005,1,-1.05,-0.54,-0.41,-0.30
2005,2,-1.75,-0.83,-0.56,-0.40
2005,3,-1.28,-0.76,-0.54,-0.39
2005,4,-0.82,-0.65,-0.50,-0.38
2005,5,-0.23,-0.47,-0.41,-0.33
2005,6,-0.13,-0.41,-0.39,-0.32
2005,7,-0.05,-0.36,-0.36,-0.31
2005,8,-0.21,-0.38,-0.38,-0.32
2005,9,-0.23,-0.37,-0.37,-0.32
2005,10,-0.08,-0.31,-0.34,-0.31
2005,11,-0.29,-0.36,-0.36,-0.33
2005,12,-0.17,-0.31,-0.34,-0.31
2006,1,1.45,0.24,-0.05,-0.15
2006,2,0.73,0.12,-0.10,-0.18
2006,3,0.25,0.01,-0.14,-0.20
2006,4,0.15,0.00,-0.14,-0.19
2006,5,0.10,0.00,-0.14,-0.19
2006,6,0.17,0.03,-0.11,-0.18
2006,7,-0.04,-0.02,-0.13,-0.19
2006,8,-0.29,-0.11,-0.17,-0.21
2006,9,-0.40,-0.16,-0.20,-0.22
2006,10,-0.87,-0.34,-0.29,-0.28
2006,11,1.42,0.37,0.08,-0.06
2006,12,1.09,0.36,0.09,-0.05
2007,1,0.46,0.22,0.03,-0.08
2007,2,0.32,0.20,0.03,-0.07
2007,3,0.45,0.25,0.06,-0.06
2007,4,0.07,0.14,0.01,-0.09
2007,5,-0.22,0.04,-0.03,-0.11
2007,6,-0.22,0.01,-0.05,-0.13
2007,7,-0.12,0.03,-0.04,-0.12
2007,8,-0.21,-0.02,-0.06,-0.13
2007,9,-0.27,-0.06,-0.07,-0.14
2007,10,-0.13,-0.03,-0.06,-0.13
2007,11,-0.76,-0.25,-0.17,-0.19
2007,12,0.09,-0.01,-0.05,-0.12
2008,1,-0.07,-0.06,-0.07,-0.13
2008,2,-0.33,-0.15,-0.12,-0.15
2008,3,-0.36,-0.17,-0.13,-0.16
2008,4,-0.47,-0.23,-0.16,-0.18
2008,5,-0.56,-0.28,-0.20,-0.20
2008,6,-0.41,-0.26,-0.19,-0.20
2008,7,-0.42,-0.28,-0.20,-0.20
2008,8,-0.02,-0.15,-0.14,-0.17
2008,9,-0.35,-0.25,-0.19,-0.20
2008,10,-0.68,-0.37,-0.26,-0.24
2008,11,-0.33,-0.29,-0.22,-0.21
2008,12,-0.49,-0.34,-0.25,-0.23
2009,1,-0.35,-0.31,-0.24,-0.23
2009,2,-1.01,-0.53,-0.36,-0.30
2009,3,-0.60,-0.44,-0.32,-0.27
2009,4,-0.54,-0.44,-0.32,-0.27
2009,5,-0.18,-0.32,-0.27,-0.23
2009,6,-0.39,-0.38,-0.30,-0.25
2009,7,-0.36,-0.37,-0.30,-0.25
2009,8,-0.33,-0.36,-0.30,-0.25
2009,9,-0.29,-0.35,-0.29,-0.25
2009,10,0.28,-0.15,-0.19,-0.19
2009,11,0.66,0.02,-0.10,-0.14
2009,12,-0.43,-0.29,-0.26,-0.23
2010,1,-0.31,-0.26,-0.24,-0.22
2010,2,-0.58,-0.36,-0.29,-0.25
2010,3,-0.63,-0.39,-0.32,-0.27
2010,4,-0.17,-0.26,-0.25,-0.24
2010,5,0.42,-0.05,-0.15,-0.18
2010,6,0.69,0.08,-0.07,-0.13
2010,7,0.35,0.03,-0.09,-0.14
2010,8,0.14,-0.01,-0.11,-0.15
2010,9,0.56,0.14,-0.02,-0.10
2010,10,0.52,0.17,0.00,-0.08
2010,11,0.22,0.10,-0.03,-0.09
2010,12,0.48,0.20,0.03,-0.06
2011,1,0.42,0.21,0.04,-0.05
2011,2,0.15,0.14,0.02,-0.05
2011,3,1.05,0.44,0.18,0.05
2011,4,1.22,0.55,0.25,0.09
2011,5,1.36,0.66,0.32,0.14
2011,6,0.84,0.56,0.28,0.12
2011,7,0.64,0.52,0.28,0.12
2011,8,0.20,0.38,0.22,0.09
2011,9,-0.02,0.29,0.18,0.07
2011,10,-0.16,0.21,0.15,0.06
2011,11,-0.17,0.17,0.13,0.05
2011,12,-1.08,-0.16,-0.04,-0.05
2012,1,-0.75,-0.14,-0.04,-0.04
2012,2,-0.50,-0.11,-0.03,-0.04
2012,3,0.61,0.22,0.14,0.06
2012,4,0.69,0.28,0.18,0.08
2012,5,0.47,0.25,0.16,0.08
2012,6,0.92,0.42,0.26,0.14
2012,7,0.80,0.43,0.27,0.15
2012,8,0.28,0.29,0.21,0.12
2012,9,-0.28,0.10,0.11,0.07
2012,10,0.54,0.34,0.24,0.14
2012,11,0.67,0.40,0.27,0.17
2012,12,0.96,0.52,0.34,0.21
2013,1,0.04,0.26,0.21,0.14
2013,2,-0.50,0.05,0.11,0.08
2013,3,-0.57,-0.02,0.07,0.06
2013,4,-0.07,0.10,0.13,0.09
2013,5,0.13,0.15,0.15,0.11
2013,6,0.20,0.17,0.16,0.13
2013,7,-0.08,0.08,0.12,0.10
2013,8,0.08,0.12,0.13,0.11
2013,9,1.12,0.46,0.31,0.22
2013,10,0.10,0.18,0.17,0.14
2013,11,-0.58,-0.05,0.05,0.07
2013,12,-1.44,-0.39,-0.13,-0.04
2014,1,-1.55,-0.53,-0.21,-0.09
2014,2,-0.65,-0.32,-0.12,-0.04
2014,3,0.47,0.02,0.05,0.06
2014,4,0.55,0.09,0.08,0.08
2014,5,0.41,0.09,0.08,0.07
2014,6,0.25,0.06,0.07,0.06
2014,7,0.13,0.04,0.06,0.06
2014,8,0.19,0.07,0.07,0.07
2014,9,0.12,0.06,0.07,0.06
2014,10,0.70,0.26,0.17,0.12
2014,11,0.44,0.21,0.15,0.11
2014,12,0.22,0.16,0.13,0.10
2015,1,-0.21,0.02,0.06,0.06
2015,2,-0.25,-0.01,0.04,0.06
2015,3,-0.22,-0.02,0.03,0.04
2015,4,-0.50,-0.14,-0.03,0.00
2015,5,-0.61,-0.21,-0.08,-0.02
2015,6,-0.84,-0.32,-0.14,-0.06
2015,7,-0.74,-0.34,-0.16,-0.08
2015,8,-0.48,-0.29,-0.14,-0.07
2015,9,-0.44,-0.30,-0.15,-0.08
2015,10,-0.22,-0.24,-0.13,-0.06
2015,11,0.04,-0.15,-0.09,-0.04
2015,12,1.40,0.33,0.15,0.10
2016,1,1.17,0.35,0.18,0.12
2016,2,0.96,0.36,0.19,0.13
2016,3,1.40,0.57,0.30,0.20
2016,4,0.60,0.38,0.22,0.15
2016,5,0.19,0.26,0.17,0.12
2016,6,0.12,0.23,0.15,0.12
2016,7,0.15,0.23,0.16,0.12
2016,8,-0.11,0.13,0.11,0.10
2016,9,-0.13,0.10,0.10,0.09
2016,10,1.73,0.71,0.41,0.28
2016,11,1.40,0.69,0.42,0.29
2016,12,0.54,0.47,0.32,0.23
2017,1,-0.36,0.18,0.17,0.15
2017,2,0.46,0.40,0.29,0.22
2017,3,1.49,0.75,0.48,0.33
2017,4,1.59,0.86,0.54,0.38
2017,5,1.15,0.78,0.52,0.37
